"aid","author_last_name","author_fore_name"
8375,"Cominos","D C"
8376,"van der Walt","A"
8377,"van Rooyen","A J"
8378,"Stubbendorff","S"
8379,"Patay","M"
8380,"Le Clec'h","G"
8381,"Henry","P"
8382,"Van Den Driessche","J"
8383,"Eriksen","J"
8384,"Rise","A"
8385,"Baxter","E H"
8386,"Marr","A G"
8387,"Hendon","R A"
8388,"Valet","G"
8389,"Păusescu","E"
8390,"Popescu","M"
8391,"Păun","C"
8392,"Teodosiu","T"
8393,"Bandaranayaka","D D"
8394,"Holmes","C W"
8395,"Myers","R R"
8396,"Intaglietta","M"
8397,"Lundstedt","C"
8398,"Jensen","K"
8399,"Johansen","K S"
8400,"Mortensen","I"
8401,"Roed","J"
8402,"Thomsen","V F"
8403,"Sorkina","D O"
8404,"Borodina","N I"
8405,"Azhii'kiĭ","H Iu"
8406,"Syneok","L L"
8407,"Cadle","D R"
8408,"Martin","G R"
8409,"Herzog","M"
8410,"Pfeiffer","P"
8411,"Hirth","L"
8412,"Hsu","C H"
8413,"Sehgal","O P"
8414,"Pickett","E E"
8415,"White","C K"
8416,"Zweerink","H J"
8417,"Baltz","R H"
8418,"Kvitnitskiĭ-Ryzhov","Iu N"
8419,"Beliavskiĭ","V G"
8420,"Bel'skaia","M L"
8421,"Turutina","A P"
8422,"Marchenko","L I"
8423,"Kats","M A"
8424,"Dunkley","P"
8425,"Khaitovich","A G"
8426,"L'vovskii","E A"
8427,"Oseran","L S"
8428,"Slusarski","W"
8429,"Lisch","H J"
8430,"Schwammberger","K"
8431,"Sailer","S"
8432,"Mösslacher","H"
8433,"Slany","J"
8434,"Funovics","J"
8435,"Zekert","F"
8436,"Markhof","C M"
8437,"Pinggera","W F"
8438,"Piza","F"
8439,"Wagner","O"
8440,"Steinbereithner","K"
8441,"Krenn","J"
8442,"Thiede","D"
8443,"Gräfe","U"
8444,"Bocker","H"
8445,"Reinhardt","G"
8446,"Thrum","H"
8447,"Hofmann","K"
8448,"Sawistowsky","J"
8449,"Babel","W"
8450,"Baatz","G"
8451,"Nelius","D"
8452,"Chantraine","H"
8453,"Gleichmann","E"
8454,"Gleichmann","H"
8455,"Mitterer","K E"
8456,"Einsele","E"
8457,"Müller-Fassbender","H"
8458,"Schattenkirchner","M"
8459,"Kobrusev","V V"
8460,"Ivakova","T R"
8461,"Saburova","L B"
8462,"Kozhomkulov","T A"
8463,"Khamadeeva","S U"
8464,"Esenamanova","M K"
8465,"Ismailov","E M"
8466,"Sydygaliev","K S"
8467,"Ozhga","Ia M"
8468,"Slastenova","E M"
8469,"Dikambaeva","M K"
8470,"Usenko","V A"
8471,"Aitbaeva","Z Ch"
8472,"Pestros'iants","V A"
8473,"Amiraev","U A"
8474,"Tynystanov","Z K"
8475,"Alisherov","S A"
8476,"Sergeev","V P"
8477,"Ibragimov","S I"
8478,"Leven","I P"
8479,"Gruzina","E P"
8480,"Erusalimskiĭ","L I"
8481,"Höflich","G"
8482,"Mamytov","A M"
8483,"Hirte","W F"
8484,"Saliev","N S"
8485,"Imanbaev","S I"
8486,"Abdullin","L D"
8487,"Wenzel","U"
8488,"Tárnok","I"
8489,"Abdel-Fattah","A F"
8490,"Sallam","L A"
8491,"El-Refai","A H"
8492,"Zeinel-Abdin","A"
8493,"Feuerstein","H"
8494,"Stibenz","D"
8495,"Yourassowsky","E"
8496,"Schoutens","E"
8497,"Vanderlinden","M P"
8498,"Výborová","L"
8499,"Náhunek","K"
8500,"Drilková","I"
8501,"Balasíková","B"
8502,"Misurec","J"
8503,"Remr","J"
8504,"Nekolová","J"
8505,"Heinzl","Z"
8506,"Uhlir","F"
8507,"Stevková","K"
8508,"Kanczucká","V"
8509,"Votava","Z"
8510,"Metys","J"
8511,"Dlabac","A"
8512,"Vanĕcek","J"
8513,"Fink","Z"
8514,"Zapletálek","M"
8515,"Hubsch","T"
8516,"Kindernayová","H"
8517,"Boleloucký","Z"
8518,"Kamenická","V"
8519,"Kulísková","O"
8520,"Sláma","B"
8521,"Kabes","J"
8522,"Dostal","T"
8523,"Taussigová","D"
8524,"Kabesová","L"
8525,"Krejcí","I"
8526,"Kupková","B"
8527,"Kasafírek","E"
8528,"Jost","K"
8529,"Hager","H"
8530,"Birkhed","D"
8531,"Fuchs","G"
8532,"Waltregny","A"
8533,"Dargent","J"
8534,"Bundgaard","H"
8535,"Fernández","B"
8536,"Kaumann","A J"
8537,"Fredholm","B B"
8538,"Sjödin","L"
8539,"Lundvall","J"
8540,"Järhult","J"
8541,"Skouby","A R"
8542,"Säwe","U"
8543,"Erhardt","L R"
8544,"Sjögren","A"
8545,"Serra","S"
8546,"di Rosa","A E"
8547,"Groot","P H"
8548,"Scholte","H R"
8549,"Hülsmann","W C"
8550,"Odening","K"
8551,"Richter","H"
8552,"Hesterbert","R"
8553,"Friedrich","A"
8554,"Thermann","M"
8555,"Schmal","A"
8556,"Schingale","F"
8557,"Dormann","P"
8558,"Hamelmann","H"
8559,"Ledda","F"
8560,"Mugelli","A"
8561,"Mantelli","L"
8562,"Mondovi","B"
8563,"Scioscia Santoro","A"
8564,"Rotilio","G"
8565,"Costa","M T"
8566,"Finazzi Agrò","A"
8567,"Regan","T J"
8568,"Effros","R M"
8569,"Haider","B"
8570,"Oldewurtel","H A"
8571,"Ettinger","P O"
8572,"Ahmed","S S"
8573,"Kunkel","G"
8574,"Stock","U"
8575,"Rudolph","R"
8576,"Staud","R D"
8577,"Shatney","C H"
8578,"MacCarter","D J"
8579,"Lillehei","R C"
8580,"Ekelund","L G"
8581,"Johnsson","G"
8582,"Melcher","A"
8583,"Oro","L"
8584,"Laragh","J H"
8585,"Davies","R"
8586,"Payne","N N"
8587,"Slater","J D"
8588,"Zanchetti","A"
8589,"Stella","A"
8590,"Leonetti","G"
8591,"Morganti","A"
8592,"Terzoli","L"
8593,"Frank","J P"
8594,"Friedberg","D Z"
8595,"Das Gupta","V"
8596,"Dodds","W J"
8597,"Hogan","W J"
8598,"Miller","W N"
8599,"French","R M"
8600,"Rezler","A G"
8601,"Brown","D R"
8602,"Fishburne","J I"
8603,"Roberson","V O"
8604,"Hulka","J F"
8605,"Bergeron","M G"
8606,"Brusch","J L"
8607,"Barza","M"
8608,"Weinstein","L"
8609,"Steinmetz","P R"
8610,"Al-Awqati","Q"
8611,"Lawton","W J"
8612,"Schwartz","J H"
8613,"Quijano","R"
8614,"Blanchard","J"
8615,"Kwiecień","N"
8616,"Radecki","T"
8617,"Dorner","M"
8618,"Teckentrupp","U"
8619,"Mihas","A A"
8620,"Gibson","R G"
8621,"Hirschowitz","B I"
8622,"Okada","Y"
8623,"Tyuma","I"
8624,"Ueda","Y"
8625,"Fink","G D"
8626,"Fisher","J W"
8627,"Marks","I M"
8628,"Burgoyne","R W"
8629,"Gubler","D J"
8630,"Scherer","W F"
8631,"Dickerman","R W"
8632,"Ordonez","J V"
8633,"Seymour","C"
8634,"Kramer","L D"
8635,"Jahrling","P B"
8636,"Powers","C D"
8637,"Wills","W"
8638,"Saimot","G"
8639,"Brochard","C"
8640,"Blumberg","B S"
8641,"London","W T"
8642,"Dechene","R"
8643,"Millman","I"
8644,"Zollman","W"
8645,"Culpepper","R D"
8646,"Turner","M D"
8647,"Hardy","J A"
8648,"Hardy","J D"
8649,"Maleeva","A"
8650,"Milanov","S"
8651,"Bartmann","P"
8652,"Hanke","T"
8653,"Holler","E"
8654,"Krishnan","N"
8655,"Elliot","D H"
8656,"De G Hanson","R"
8657,"Elliott","R J"
8658,"Gardner","D L"
8659,"Bark","L S"
8660,"Ladipo","O"
8661,"Blanchette-Mackie","E J"
8662,"Scow","R O"
8663,"Milne","D W"
8664,"Skarda","R T"
8665,"Gabel","A A"
8666,"Smith","L G"
8667,"Ault","K"
8668,"Erny","P"
8669,"Brachet-Liermain","A"
8670,"Laval","A M"
8671,"Sanchez","R"
8672,"Gardien","P"
8673,"Chevais","R"
8674,"Alliot","M M"
8675,"Benson","D W"
8676,"Kaufman","J J"
8677,"Koski","W S"
8678,"Krzywanek","H"
8679,"Patterson","J M"
8680,"Deyoe","B L"
8681,"Stone","S S"
8682,"Starks","B W"
8683,"Corstvet","R E"
8684,"Buckner","R G"
8685,"Pradhan","D J"
8686,"Ikins","P M"
8687,"Ross","J"
8688,"Gunter","T E"
8689,"Puskin","J S"
8690,"Shrager","P"
8691,"Sachs","G"
8692,"Rabon","E"
8693,"Saccomani","G"
8694,"Truchaud","M"
8695,"Gazave","J M"
8696,"Page","M"
8697,"Bennett","J P"
8698,"Asperilla","P F"
8699,"Reichlin","S"
8700,"Saperstein","R"
8701,"Jackson","I M"
8702,"Patel","Y"
8703,"Jonxis","J H"
8704,"Sawada","Y"
8705,"Yaginuma","S"
8706,"Tai","M"
8707,"Iyobe","S"
8708,"Mitsuhashi","S"
8709,"Kasik","J E"
8710,"Monick","M"
8711,"Thompson","J S"
8712,"Strausbaugh","L J"
8713,"Dutton","P L"
8714,"Petty","K M"
8715,"Forsee","W T"
8716,"Valkovich","G"
8717,"Elbein","A D"
8718,"Hickey","M E"
8719,"Waymack","P P"
8720,"Matsubara","T"
8721,"Baron","J"
8722,"Peterson","L L"
8723,"Peterson","J A"
8724,"Williams","T J"
8725,"Zens","A P"
8726,"Wisowaty","J C"
8727,"Fisher","R R"
8728,"Dunlap","R B"
8729,"Bryson","T A"
8730,"Ellis","P D"
8731,"Conway","T P"
8732,"Muller-Eberhard","U"
8733,"Sophianopoulos","J A"
8734,"Sophianopoulos","A J"
8735,"Knowles","J S"
8736,"Jue","D L"
8737,"Fishman","P H"
8738,"Bradley","R M"
8739,"Henneberry","R C"
8740,"Levy","M R"
8741,"Sisskin","E E"
8742,"McConkey","C L"
8743,"Bravo","R"
8744,"Allende","J E"
8745,"Wilson","A C"
8746,"Wakil","S J"
8747,"Joshi","V C"
8748,"Shigematsu","H"
8749,"Yamano","S"
8750,"Yoshimura","H"
8751,"Eckfeldt","J H"
8752,"Yonetani","T"
8753,"Han","P F"
8754,"Murthy","V V"
8755,"Johnson","J"
8756,"Burzio","L O"
8757,"Riquelme","P T"
8758,"Ohtsuka","E"
8759,"Koide","S S"
8760,"De Gómez-Puyou","M T"
8761,"Gómez-Puyou","A"
8762,"Beige","M"
8763,"Marsho","T V"
8764,"Kung","S D"
8765,"Katz","J"
8766,"Troll","W"
8767,"Levy","M"
8768,"Filkins","K"
8769,"Russo","J"
8770,"Levitz","M"
8771,"Donnelly","T E"
8772,"Ochs","R S"
8773,"Laurance","B M"
8774,"Darby","C W"
8775,"Vanderschueren-Lodeweyckx","M"
8776,"Watts","L K"
8777,"Duffy","P"
8778,"Field","R B"
8779,"Stafford","E G"
8780,"O'Brien","M F"
8781,"Camner","P"
8782,"Strandberg","K"
8783,"Philipson","K"
8784,"Furr","A K"
8785,"Stoewsand","G S"
8786,"Bache","C A"
8787,"Lisk","D J"
8788,"Rosenbaum","J L"
8789,"Kramer","M S"
8790,"Raja","R"
8791,"Ballard","H S"
8792,"Marcus","A J"
8793,"Ruíz-Gomez","J"
8794,"Alvarez","M T"
8795,"Muñóz","O"
8796,"Gutiérrez","G"
8797,"Rowell","P"
8798,"Stewart","W D"
8799,"Friedrich","C G"
8800,"Friedrich","B"
8801,"Schlegel","H G"
8802,"Dobryszycka","W"
8803,"Kulpa","J"
8804,"Woytoń","A"
8805,"Woytoń","J"
8806,"Szacki","J"
8807,"Dzioba","A"
8808,"Nahrstedt","A"
8809,"Marsico","S A"
8810,"Caputi","M"
8811,"Klein","W"
8812,"Back","W"
8813,"Mutschler","E"
8814,"Da Re","P"
8815,"Valenti","P"
8816,"Braga","P C"
8817,"Ferri","S"
8818,"Osipova","E A"
8819,"Vinogradova","M S"
8820,"Korostyshevskaia","I M"
8821,"Teja","J S"
8822,"Grey","W H"
8823,"Clums","J M"
8824,"Warren","C"
8825,"Mohler","S R"
8826,"Poser","W"
8827,"Poser","S"
8828,"Eickhoff","K"
8829,"Tarnow","J"
8830,"Brückner","J B"
8831,"Eberlein","H J"
8832,"Gethmann","J W"
8833,"Hess","W"
8834,"Patschke","D"
8835,"Wilde","J"
8836,"Woolley","D E"
8837,"Tucker","J S"
8838,"Green","G"
8839,"Evanson","J M"
8840,"Wooster","M S"
8841,"Wrigglesworth","J M"
8842,"Costa","N D"
8843,"Snoswell","A M"
8844,"Sahlin","K"
8845,"Harris","R C"
8846,"Hultman","E"
8847,"Cripps","R E"
8848,"Campbell","A K"
8849,"Dormer","R L"
8850,"Dawson","A P"
8851,"Selwyn","M J"
8852,"Doan","N G"
8853,"Parks","J E"
8854,"Lindenbaum","A"
8855,"Lambros","C"
8856,"Bacchi","C J"
8857,"Sarkar","P K"
8858,"Griffith","B"
8859,"Butler","N A"
8860,"Wolf","G"
8861,"Gluszczyński","Z"
8862,"Dobek","A"
8863,"Patkowski","A"
8864,"Shchipakin","V"
8865,"Chuchlova","E"
8866,"Evtodienko","Y"
8867,"Asensio","C"
8868,"Pérez-Díaz","J C"
8869,"Miziorko","H M"
8870,"Shortle","D"
8871,"Lane","M D"
8872,"Cauthen","S E"
8873,"Ellis","R D"
8874,"Larrison","S B"
8875,"Kidd","M R"
8876,"James","M O"
8877,"Bend","J R"
8878,"Roffman","M"
8879,"Reigle","T G"
8880,"Orsulak","P J"
8881,"Schildkraut","J J"
8882,"Lichtman","M A"
8883,"Lipchik","E O"
8884,"Pérez Ribié","R"
8885,"Rivera Patrón","M"
8886,"Olsson","A G"
8887,"Orö","L"
8888,"Rössner","S"
8889,"Taylor","S H"
8890,"Davidson","C"
8891,"Singleton","W"
8892,"Thadani","U"
8893,"Dundee","J W"
8894,"George","K A"
8895,"Vardarajan","C R"
8896,"Nair","S K"
8897,"Shin","Y S"
8898,"Buehring","K U"
8899,"Stokstad","E L"
8900,"Murphy","M"
8901,"Pogal","M"
8902,"Brewer","G J"
8903,"Brown","K L"
8904,"Chu","M M"
8905,"Ingraham","L L"
8906,"Hagerman","P J"
8907,"Baggott","J E"
8908,"Klapper","M H"
8909,"Thomas","T L"
8910,"Patel","G L"
8911,"Watson","J"
8912,"Nilsen-Hamilton","M"
8913,"Hamilton","R T"
8914,"Hull","W E"
8915,"Sykes","B D"
8916,"Halford","S E"
8917,"Hosey","M M"
8918,"Caban","C E"
8919,"Ginsburg","A"
8920,"Keenan","R W"
8921,"Kruczek","M E"
8922,"Sharon","J"
8923,"You","K S"
8924,"Hatefi","Y"
8925,"Diner","B"
8926,"Joliot","P"
8927,"Fowler","C F"
8928,"Kok","B"
8929,"Frade","R"
8930,"Chaix","P"
8931,"Chaudhary","L R"
8932,"Oudega","B"
8933,"de Graaf","F K"
8934,"Maki","R A"
8935,"Brown","J L"
8936,"Cummings","D J"
8937,"Rinehart","F P"
8938,"Schmid","C W"
8939,"Kushwaha","S C"
8940,"Kates","M"
8941,"Stoeckenius","W"
8942,"Theuvenet","A P"
8943,"Borst-Pauwels","G W"
8944,"Bohak","Z"
8945,"Li","S L"
8946,"Nojima","H"
8947,"Ikai","A"
8948,"Noda","H"
8949,"Uniyal","J P"
8950,"Laumas","K R"
8951,"Kita","N"
8952,"Pelley","R"
8953,"Horowitz","P"
8954,"Le","T N"
8955,"Nicot","C"
8956,"Alfsen","A"
8957,"Barratt","M D"
8958,"Rapoprot","I"
8959,"Berger","H"
8960,"Rapoport","S M"
8961,"Elsner","R"
8962,"Gerber","G"
8963,"Hannan","S F"
8964,"Wiggins","P M"
8965,"Derubertis","F R"
8966,"Zenser","T"
8967,"Kanamori","T"
8968,"Hayakawa","T"
8969,"Crawford","J M"
8970,"Horowitz","P M"
8971,"Riefler","J F"
8972,"Higerd","T B"
8973,"Linden","G"
8974,"Alais","C"
8975,"Dorer","F E"
8976,"Kahn","J R"
8977,"Lentz","K E"
8978,"Levine","M"
8979,"Skeggs","L T"
8980,"Tokunaga","M"
8981,"Nakano","Y"
8982,"Kitaoka","S"
8983,"Katz","I R"
8984,"Yamauchi","T"
8985,"Kaufman","S"
8986,"Chandrabose","K A"
8987,"Macpherson","I A"
8988,"Martín","R"
8989,"Díez","V"
8990,"Burgos","J"
8991,"Mauck","L"
8992,"Camardella","L"
8993,"Garofano","F"
8994,"Guerrini","A M"
8995,"Ekman","P"
8996,"Dahlqvist","U"
8997,"Humble","E"
8998,"Engström","L"
8999,"Baillie","R D"
9000,"Ryan","R A"
9001,"Carrol","J"
9002,"Sentjurc","M"
9003,"Stalc","A"
9004,"Zupancic","A O"
9005,"Schara","M"
9006,"Wilson","M J"
9007,"Ahmed","K"
9008,"Bingham","E W"
9009,"Farrell","H M"
9010,"Levine","V"
9011,"Halprin","K M"
9012,"Iizuka","H"
9013,"Yoshikawa","K"
9014,"Fluharty","A L"
9015,"Stevens","R L"
9016,"Miller","R T"
9017,"Shapiro","S S"
9018,"Di Matteo","G"
9019,"Durand","P"
9020,"Gatti","R"
9021,"Maresca","A"
9022,"Orfeo","M"
9023,"Urbano","F"
9024,"Romeo","G"
9025,"Hino","M"
9026,"Warwas","M"
9027,"Piggott","C O"
9028,"Brady","T G"
9029,"Horton","P"
9030,"Cramer","W A"
9031,"Schmid","R"
9032,"Shavit","N"
9033,"Junge","W"
9034,"Slovacek","R E"
9035,"Bannister","T T"
9036,"Kulandaivelu","G"
9037,"Senger","H"
9038,"Freifelder","D"
9039,"Rice","W R"
9040,"Stong","J D"
9041,"Michel","F"
9042,"Nicolas","J C"
9043,"de Paulet","A C"
9044,"Kern","D"
9045,"Giegé","R"
9046,"Robre-Saul","S"
9047,"Boulanger","Y"
9048,"Ebel","J P"
9049,"Colard-Torquebiau","O"
9050,"Bereziat","G"
9051,"Polonovski","J"
9052,"Jeanjean","R"
9053,"Monsan","P"
9054,"Puzo","G"
9055,"Mazarguil","H"
9056,"Latruffe","N"
9057,"Gaudemer","Y"
9058,"Désiré","B"
9059,"Blanchet","G"
9060,"Definod","G"
9061,"Arnaud","R"
9062,"Cenatiempo","Y"
9063,"Mangeat","P"
9064,"Marchis-Mouren","G"
9065,"Guenan-Siberil","M T"
9066,"Mazliak","P"
9067,"Grosbois","M"
9068,"Decotte","A M"
9069,"Plantavid","M"
9070,"Maget-Dana","R"
9071,"Douste-Blazy","L"
9072,"Corgier","M"
9073,"Pacheco","H"
9074,"Colas","B"
9075,"Attias","J"
9076,"Tertrin-Clary","C"
9077,"De La Llosa-Hermier","M P"
9078,"De La Llosa","P"
9079,"Tanigawa","Y"
9080,"Yoshihara","K"
9081,"Eloy","R"
9082,"Vuitton","D"
9083,"Garaud","J C"
9084,"Vaultier","J P"
9085,"Klein","M"
9086,"Grenier","J F"
9087,"Mukerji","S K"
9088,"Werner","G H"
9089,"Maral","R"
9090,"Floch","F"
9091,"Migliore-Samour","D"
9092,"Jollès","P"
9093,"Pousse","A"
9094,"Record","M T"
9095,"Woodbury","C P"
9096,"Lohman","T M"
9097,"Fung","B M"
9098,"Hillson","R A"
9099,"Lee","G G"
9100,"Nunnery","A W"
9101,"Bradford","R H"
9102,"Goux","W J"
9103,"Kadesch","T R"
9104,"Hooker","T M"
9105,"Ballantine","J A"
9106,"Morris","R J"
9107,"Karashima","D"
9108,"Shigematsu","A"
9109,"Furukawa","T"
9110,"Kuhara","T"
9111,"Dukova","V S"
9112,"Shevelev","A S"
9113,"Fedosov","E A"
9114,"Srivastava","S K"
9115,"Awasthi","Y C"
9116,"Miller","S P"
9117,"Franza","B R"
9118,"Colas","M"
9119,"Lauras","B"
9120,"Morin","A"
9121,"Cuilleret","J"
9122,"Kovatsis","A"
9123,"Tsougas","M"
9124,"Shore","P A"
9125,"Assem","E S"
9126,"Garthwaite","J"
9127,"Brown","D A"
9128,"Bilski","A"
9129,"Wale","J"
9130,"Dawes","P M"
9131,"Koller","K"
9132,"Blakeley","A G"
9133,"Summers","R J"
9134,"Cuthbert","N J"
9135,"Dinneen","L C"
9136,"Francis","D L"
9137,"Schneider","C"
9138,"Sharma","H L"
9139,"Sharma","V N"
9140,"Chipman","P"
9141,"Glover","W E"
9142,"Krasner","N"
9143,"Moore","M R"
9144,"Goldberg","A"
9145,"Booth","J C"
9146,"Frame","A H"
9147,"McLaren","A D"
9148,"Tyrer","P"
9149,"How","J"
9150,"Strachan","R W"
9151,"Phillips","C I"
9152,"Burge","P S"
9153,"Johnson","W S"
9154,"Hayward","A R"
9155,"Benton","K G"
9156,"Furhoff","A K"
9157,"Nordlander","M"
9158,"Saavedra","J M"
9159,"Zivin","J"
9160,"Arsenis","C"
9161,"Hackett","M H"
9162,"Huang","S M"
9163,"Ackerman","R J"
9164,"Hamilton","D W"
9165,"Lown","J W"
9166,"Begleiter","A"
9167,"Johnson","D"
9168,"Morgan","A R"
9169,"Rickert","W S"
9170,"McBride-Warren","P A"
9171,"Mathison","R D"
9172,"Bishop","H H"
9173,"Strickland","K P"
9174,"Tepperman","B L"
9175,"Schofield","B"
9176,"Tepperman","F S"
9177,"Caillé","J P"
9178,"Willis","R J"
9179,"Kratzing","C C"
9180,"Railey","R M"
9181,"Kinsey","J A"
9182,"Ong","P S"
9183,"Jones","A"
9184,"Vining","L C"
9185,"Taber","W A"
9186,"Barber","L E"
9187,"Notario","V"
9188,"Villa","T G"
9189,"Benítez","T"
9190,"Villanueva","J R"
9191,"Ishido","T"
9192,"Kadota","H"
9193,"Deven","J M"
9194,"Manocha","M S"
9195,"Murray","R G E"
9196,"Koh","K S"
9197,"Almersjö","O"
9198,"Bengmark","S"
9199,"Hafström","L"
9200,"Munjal","D"
9201,"Chawla","P L"
9202,"Lokich","J J"
9203,"Zamcheck","N"
9204,"Gailani","S"
9205,"McLimans","W F"
9206,"Mundy","G R"
9207,"Nussbaum","A"
9208,"Roholt","O"
9209,"Zeigel","R"
9210,"Woolley","P V"
9211,"Costello","A J"
9212,"Glonek","T"
9213,"Myers","T C"
9214,"Stork","A"
9215,"Skachová","J"
9216,"Kozáková","B"
9217,"Fabian","E"
9218,"Fabianová","J"
9219,"Cermák","K"
9220,"Vacek","A"
9221,"Bartonicková","A"
9222,"Tkadlecek","L"
9223,"Lahiri","S K"
9224,"Rabinowitz","S G"
9225,"Wander","R H"
9226,"Derlet","R W"
9227,"Hilgard","H R"
9228,"Sprent","J"
9229,"Miller","J F"
9230,"Vrána","A"
9231,"Fábry","P"
9232,"Kazdová","L"
9233,"Doumenc","M D"
9234,"Levi","P"
9235,"Catala","J"
9236,"Durchon","M M"
9237,"Morel","E"
9238,"Spik","G"
9239,"Montreuil","J"
9240,"Acheampong-Mensah","D"
9241,"Pilz","H"
9242,"O'Brien","J S"
9243,"Heipertz","R"
9244,"Oparil","S"
9245,"Gustafsson","J E"
9246,"Goldberg","J M"
9247,"Pagast","P"
9248,"Szasz","G"
9249,"Gruber","W"
9250,"Bernt","E"
9251,"Rutner","H"
9252,"Gutcho","S"
9253,"Shepherd","J"
9254,"Bedford","D K"
9255,"Morgan","H G"
9256,"Bardoń","A"
9257,"Slerakowska","H"
9258,"Shugar","D"
9259,"Amoroso","J"
9260,"Perle","G"
9261,"Koster","J F"
9262,"Slee","R G"
9263,"Van der Klei-Van Moorsel","J M"
9264,"Rietra","P J"
9265,"Lucas","C J"
9266,"Vessal","M"
9267,"Abdolrasulnia","R"
9268,"Wong","P C"
9269,"Smith","A F"
9270,"Murison","J"
9271,"Festi","D"
9272,"Ross","P E"
9273,"Bouchier","I A"
9274,"Fujimoto","A"
9275,"Wilson","M G"
9276,"Matsuda","I"
9277,"Matsuura","N"
9278,"Murayama","T"
9279,"Uzuki","K"
9280,"Okuno","A"
9281,"Grant","C K"
9282,"Blumberg","A"
9283,"Marti","H R"
9284,"Winsberg","B G"
9285,"Yepes","L E"
9286,"Bialer","I"
9287,"Achong","M R"
9288,"Piafsky","K M"
9289,"Ogilvie","R I"
9290,"Stockdale","S L"
9291,"Hieb","E"
9292,"Biron","P"
9293,"Tremblay","G"
9294,"Wilkins","R A"
9295,"De Lacey","G J"
9296,"Flor","R"
9297,"Taylor","S"
9298,"Sutton","J R"
9299,"Jones","N L"
9300,"Toews","C J"
9301,"Levin","G E"
9302,"Collinson","P"
9303,"Baron","D N"
9304,"Fossati","C"
9305,"Thomas","E D"
9306,"Fefer","A"
9307,"Neiman","P E"
9308,"Clift","R A"
9309,"Buckner","C D"
9310,"Lerner","K G"
9311,"Neal","C M"
9312,"Carr","W E"
9313,"Gondeck","A R"
9314,"Delanoy","R L"
9315,"Berberich","J J"
9316,"Folk","G E"
9317,"Peakall","D B"
9318,"Witt","P N"
9319,"Tameyasu","T"
9320,"Morstatter","C E"
9321,"Glaser","R M"
9322,"Jurrus","E R"
9323,"Weiss","H S"
9324,"Ishay","J"
9325,"Gitter","S"
9326,"Galun","R"
9327,"Doron","M"
9328,"Laron","Z"
9329,"Schwartz","O A"
9330,"Bleich","V C"
9331,"Robertson","D R"
9332,"Castro","C E"
9333,"Wiygul","G"
9334,"Mitlin","N"
9335,"Fitch","D D"
9336,"Houston","A H"
9337,"Mearow","K M"
9338,"Smeda","J S"
9339,"Goudsmit","E M"
9340,"Sherman","I W"
9341,"Obika","M"
9342,"Stillway","L W"
9343,"Mogabgab","W J"
9344,"Gomez-Lozano","P"
9345,"Kinsolving","C R"
9346,"Munro","N L"
9347,"Raftos","J"
9348,"Stefanova","D"
9349,"Ivanov","K"
9350,"Iluchev","D"
9351,"Guillerm","R"
9352,"Radziszewski","E"
9353,"Reinberg","A"
9354,"Ovcharov","R"
9355,"Iosifov","T"
9356,"Radev","R"
9357,"Antov","G"
9358,"Scharbach","H"
9359,"Van Doorn","E J"
9360,"Bird","C E"
9361,"Clark","A F"
9362,"Feldman","J M"
9363,"Kizer","J S"
9364,"Palkovits","M"
9365,"Tappaz","M"
9366,"Kebabian","J"
9367,"Brownstein","M J"
9368,"Ondo","J G"
9369,"Pass","K A"
9370,"Berne","C"
9371,"Moore","J N"
9372,"Owen","R R"
9373,"Lumsden","J H"
9374,"Gibbs","E P"
9375,"Jacques","Y"
9376,"Truffa-Bachi","P"
9377,"Gersonde","K"
9378,"Noll","L"
9379,"Gaud","H T"
9380,"Gill","S J"
9381,"Cary","P D"
9382,"Crane-Robinson","C"
9383,"Bradbury","E M"
9384,"Javaherian","K"
9385,"Goodwin","G H"
9386,"Johns","E W"
9387,"Allen","G"
9388,"Harris","J I"
9389,"Mileykovskaya","E I"
9390,"Tikhonova","G V"
9391,"Kondrashin","A A"
9392,"Kozlov","I A"
9393,"Owen","M J"
9394,"Voorheis","H P"
9395,"Johansson","G"
9396,"Hartman","A"
9397,"Rombouts","F M"
9398,"O'Brien","M J"
9399,"Powls","R"
9400,"Norris","D B"
9401,"Griffin","M"
9402,"Goldberg","I"
9403,"Hozumi","T"
9404,"Tanswell","P"
9405,"Westhead","E W"
9406,"Williams","R J"
9407,"Pajot","P"
9408,"Kessler","E"
9409,"Yaron","A"
9410,"Legrain","C"
9411,"Stalon","V"
9412,"Zuevsky","V V"
9413,"Ghisla","S"
9414,"Mayhew","S G"
9415,"Biellmann","J F"
9416,"Pons","M"
9417,"Descomps","B"
9418,"Crastes de Paulet","A"
9419,"Haaker","H"
9420,"Padan","E"
9421,"Zilberstein","D"
9422,"Rottenberg","H"
9423,"Rodier","F"
9424,"Amsler","P E"
9425,"Reiss","U"
9426,"Gershon","D"
9427,"Guclu","A"
9428,"Ghose","T"
9429,"Tai","J"
9430,"Mammen","M"
9431,"Meibom","J"
9432,"Cox","B"
9433,"Schnieden","H"
9434,"Munthe-Kaas","A C"
9435,"Berg","T"
9436,"Seljelid","R"
9437,"Silobrcić","V"
9438,"Vitale","B"
9439,"Susnjić","M"
9440,"Tomazic","V"
9441,"Basić","I"
9442,"Potuzak","H"
9443,"Wintersberger","U"
9444,"Singer","B"
9445,"Vincent","J P"
9446,"Mansouri","A"
9447,"Winterhalter","K H"
