"aid","author_last_name","author_fore_name"
44920,"Pratap","V"
44921,"Berrettini","W H"
44922,"Smith","C"
44923,"Fiessinger","J N"
44924,"Chousterman","M"
44925,"Housset","E"
44926,"Eshaghpour","H"
44927,"Crothers","D M"
44928,"Pardo","D"
44929,"Rosset","R"
44930,"Lockard","R E"
44931,"Alzner-Deweerd","B"
44932,"Heckman","J E"
44933,"MacGee","J"
44934,"Tabor","M W"
44935,"RajBhandary","U L"
44936,"Marck","C"
44937,"Thiele","D"
44938,"Bünemann","H"
44939,"Müller","W"
44940,"Biernat","J"
44941,"Ciesiołka","J"
44942,"Górnicki","P"
44943,"Adamiak","R W"
44944,"Kryzosiak","W J"
44945,"Wiewiórowski","M"
44946,"Fanning","T G"
44947,"Cantrell","M"
44948,"Shih","C Y"
44949,"Craven","G R"
44950,"Hartwig","W"
44951,"Chyrek-Borowska","S"
44952,"Gruszecka","M"
44953,"Umbreit","M H"
44954,"Auboyer","C"
44955,"Brinquin","L"
44956,"Lepape","A"
44957,"Zieliński","M"
44958,"Korczak-Dziuba","K"
44959,"Herman","Z S"
44960,"Fidecka","S"
44961,"Malec","D"
44962,"Langwiński","R"
44963,"Freedman","B J"
44964,"Uvarov","B S"
44965,"Omel'ian","V P"
44966,"Skvortsova","G P"
44967,"Buglov","E D"
44968,"Bondarenko","V S"
44969,"Dovgalev","S I"
44970,"Borisiuk","M V"
44971,"Gorel'chik","K I"
44972,"Reznikov","A G"
44973,"Nosenko","N D"
44974,"Demkiv","L P"
44975,"Bogomolova","L G"
44976,"Znamenskaia","T V"
44977,"Morozov","G I"
44978,"Petrenko","V M"
44979,"Shkol'nyĭ","L K"
44980,"Evenshtein","E M"
44981,"Vercesi","A"
44982,"Bababunmi","E A"
44983,"Viveros","O H"
44984,"Jaken","S"
44985,"Brown","T R"
44986,"Castillo","C L"
44987,"Sachs","L"
44988,"Deschavanne","P J"
44989,"Viratelle","O M"
44990,"Yon","J M"
44991,"Testa","R"
44992,"Airoldi","L"
44993,"Latini","R"
44994,"Cunha","J M"
44995,"Masur","J"
44996,"Battista","A F"
44997,"Hacke","W"
44998,"Büssing","A"
44999,"Jungen","K"
45000,"Vacek","L"
45001,"Bravený","P"
45002,"Caffee","H H"
45003,"Wojdysławska","I"
45004,"Nidess","R"
45005,"Sverd","J"
45006,"Klutch","A"
45007,"Nicolaou","N M"
45008,"Arbuthnott","G W"
45009,"Wright","A K"
45010,"Halbreich","U"
45011,"Asaga","H"
45012,"El Busto Osacar","J J"
45013,"Carrascosa Moreno","F"
45014,"Pezonaga Pérez","L"
45015,"Torán Montserrat","I"
45016,"Medina Enríquez","J"
45017,"Arroyo Carreras","J L"
45018,"Marek","H"
45019,"Rizescu","M"
45020,"Colonaş","F"
45021,"Cristescu","A"
45022,"Uritlă","L"
45023,"Cabarrocas Gafarot","E"
45024,"Noguerón Castro","M"
45025,"Casals Torrella","A"
45026,"García Díez","J"
45027,"Santelesforo Carrasco","F"
45028,"Tirado Canals","A"
45029,"Noguer","M"
45030,"Portioli","I"
45031,"Modena","G"
45032,"Fantesini","C"
45033,"McGovren","J P"
45034,"Muittari","A"
45035,"Vereş","J"
45036,"Restian","A"
45037,"Obran","I"
45038,"Milcu","V"
45039,"Andrei","M"
45040,"Rebedca","D"
45041,"Panaitescu","G"
45042,"Almăşan","E"
45043,"Cărnaru","S"
45044,"Furnică-Bartoş","D"
45045,"Ionescu","C"
45046,"Străchinariu","E"
45047,"Ciungu-Negu","T"
45048,"Burzea","G"
45049,"Buna","A"
45050,"Ghise-Beer","E"
45051,"Georgescu","S"
45052,"Negrea","F"
45053,"Tomescu","A"
45054,"Turtures","G"
45055,"Cunescu","V"
45056,"Cupşa","D"
45057,"Enescu","R"
45058,"Hagi-Paraschiv Dosius","L"
45059,"Scrobohaci","L"
45060,"Kobinger",""
45061,"Akil","H"
45062,"Elliott","G R"
45063,"Holman","R B"
45064,"Watson","S J"
45065,"Retterstøl","N"
45066,"Rutter","W J"
45067,"Mis","M"
45068,"Boian","M"
45069,"Lente","I"
45070,"Shari","B"
45071,"Boda","Z"
45072,"Günzel","G"
45073,"Palme","G"
45074,"McDougall","J"
45075,"Mari","D"
45076,"Cattaneo","M"
45077,"Gattinoni","A"
45078,"Dioguardi","N"
45079,"Marcum","B A"
45080,"Diehl","F A"
45081,"Vasileva","S"
45082,"Khristov","L"
45083,"Kolarov","G D"
45084,"Katz","A"
45085,"Houx","J"
45086,"Ewald","L"
45087,"Ladefoged","J"
45088,"Cromie","W J"
45089,"Woodard","J R"
45090,"Hoyme","U"
45091,"Denisiuk","V I"
45092,"Pheasant","A E"
45093,"Andree","H"
45094,"Liebscher","D H"
45095,"Krauel","H"
45096,"Weide","H"
45097,"Nüske","R"
45098,"Bieber","J"
45099,"Wähnert","U"
45100,"Venner","H"
45101,"Köhler","M"
45102,"Genz","I"
45103,"Babenzien","H D"
45104,"Hieke","W"
45105,"Rückert","G"
45106,"Reinhold","R"
45107,"Nowak","W"
45108,"Moersler","B"
45109,"Plath","U"
45110,"Huybrechts","R"
45111,"Schmidt","H D"
45112,"Bardin","K W"
45113,"Vorwerg","M"
45114,"Krause","B"
45115,"Balzereit","F"
45116,"Schiessl","J H"
45117,"Kopp","K F"
45118,"Gless","K H"
45119,"Hunstein","W"
45120,"Schmidt-Gayk","H"
45121,"Eberlein","W"
45122,"Klehr","H U"
45123,"Goenechea","S"
45124,"Eichelbaum","M"
45125,"Brecht","T"
45126,"Hedde","J P"
45127,"Winkler","C"
45128,"Röttger","P"
45129,"Kaden","F"
45130,"Mäurer","W"
45131,"Schömig","A"
45132,"Spohr","U"
45133,"Kautz","G"
45134,"Dürr","H K"
45135,"Warnatz","H"
45136,"Maintz","J"
45137,"Henningsen","B"
45138,"Rosenthal","M"
45139,"Gudat","F"
45140,"Ruschmeyer","H J"
45141,"Tolksdorf","M E"
45142,"Schlaak","M"
45143,"Koella","P"
45144,"Maier","C"
45145,"Noravian","O S"
45146,"Abakian","O M"
45147,"Blagodatskiĭ","M D"
45148,"Meĭerovich","S I"
45149,"Fedorov","B A"
45150,"Damaschun","G"
45151,"Damaschun","H"
45152,"Gedicke","C"
45153,"Zirwer","D"
45154,"Misselwitz","R"
45155,"Jänig","G R"
45156,"Rein","H"
45157,"Buder","E"
45158,"Ruckpaul","K"
45159,"Wondrák","E"
45160,"Juvenal","G J"
45161,"Kleiman de Pisarev","D L"
45162,"Crenovich","L"
45163,"Pisarev","M A"
45164,"Clark","B J"
45165,"Scholtysik","G"
45166,"Flückiger","E"
45167,"Blume","K G"
45168,"Bross","K J"
45169,"Findley","D O"
45170,"Paladugu","R R"
45171,"Sharkoff","D"
45172,"Warner","J A"
45173,"Khouw","Y H"
45174,"Kleine","J W"
45175,"Moesker","A"
45176,"Matakas","F"
45177,"Birkle","J"
45178,"Cervós-Navarro","J"
45179,"Olson","O T"
45180,"Nyqvist","H"
45181,"Pomazańska-Kołodziejska","T"
45182,"Bitny-Szlachto","S"
45183,"Dabrowska","D"
45184,"Rzoska","W"
45185,"Rotiroti","D"
45186,"Kukovetz","W R"
45187,"Pöch","G"
45188,"Lupo","M"
45189,"Tajana","G F"
45190,"Rahn","K H"
45191,"Imhof","P"
45192,"Schuchard","J"
45193,"Wober","W"
45194,"Dahlheim","H"
45195,"Horita","A"
45196,"Waletzky","J P"
45197,"Stone","C I"
45198,"Shute","R E"
45199,"Van Tongeren","J H"
45200,"Doppman","J L"
45201,"Plaut","D"
45202,"Nielsen","L G"
45203,"Ash","M O"
45204,"Randall","W C"
45205,"Talano","J"
45206,"Kaye","M P"
45207,"Euler","D"
45208,"Jones","S"
45209,"Brynjolfsson","G"
45210,"Pritchard","J B"
45211,"Booz","G"
45212,"Kurz","K D"
45213,"Zehr","J E"
45214,"Tkachenko","N M"
45215,"James","S L"
45216,"Bates","B T"
45217,"Osternig","L R"
45218,"Washington","E L"
45219,"Hayasaka","I"
45220,"Brook-Utne","J G"
45221,"Andersen","L H"
45222,"Thomsen","A"
45223,"Vrijsen","R"
45224,"Boeyé","A"
45225,"Karr","D B"
45226,"Gordon","M"
45227,"Dandekar","P V"
45228,"Eager","P R"
45229,"Stoelting","R K"
45230,"Grimm","H"
45231,"Braund","K G"
45232,"Hoff","E J"
45233,"Richardson","E Y"
45234,"Osbaldiston","G W"
45235,"Willcox","M A"
45236,"Good","J T"
45237,"Taryle","D A"
45238,"Sweeney","D R"
45239,"Gennari","F J"
45240,"Kuo","W N"
45241,"McPhillips","J J"
45242,"Vernikova","L M"
45243,"Birlova","I V"
45244,"Medvedeva","V I"
45245,"Popova","V B"
45246,"DeBell","R M"
45247,"Hickey","T M"
45248,"Uddin","D E"
45249,"Grabow","W O"
45250,"Middendorff","I G"
45251,"Basson","N C"
45252,"Jeffries","T W"
45253,"Timourian","H"
45254,"Davis","P J"
45255,"Bissett","F"
45256,"Wei","R D"
45257,"Liu","G X"
45258,"Aynsley-Green","A"
45259,"Villa","M P"
45260,"Aleksandrowicz","D"
45261,"Scandola","A"
45262,"Stancari","P"
45263,"Yammoto","T"
45264,"Roeher","H D"
45265,"Gelarden","R T"
45266,"Kodama","I"
45267,"Iwamura","N"
45268,"Toyama","J"
45269,"Miller","P"
45270,"Kaehny","W D"
45271,"Schwarz","M I"
45272,"Stanford","R E"
45273,"Kohler","P F"
45274,"McIntosh","R M"
45275,"Nosanchuk","J S"
45276,"D'Souza","J P"
45277,"Mudholkar","G S"
45278,"Lin","C C"
45279,"Verno","M"
45280,"Buchanan","B"
45281,"Corsano","A"
45282,"Tinelli","A"
45283,"Janiak","P S"
45284,"Moser","U"
45285,"Lamberti","A"
45286,"Tranfa","C M"
45287,"Chianca","P"
45288,"De Carlo","A"
45289,"Wegner","K"
45290,"Fritschi","E"
45291,"Charoenkul","V"
45292,"McElhinney","A J"
45293,"Hodgson","J B"
45294,"Ansay","M"
45295,"Padua","R A"
45296,"Bulfield","G"
45297,"Alexander","K"
45298,"Boar","R B"
45299,"McGhie","J F"
45300,"Lowe","D J"
45301,"Libor","S M"
45302,"Sundaram","T K"
45303,"Roberts","N B"
45304,"Dineen","R W"
45305,"Gray","D O"
45306,"O'Keefe","D T"
45307,"Rodriguez-Segade","S"
45308,"Freire","M"
45309,"Carrion","A"
45310,"Allison","V P"
45311,"Chrastil","J"
45312,"Wilson","J T"
45313,"Hacking","A J"
45314,"Jones","J B"
45315,"Schehl","D"
45316,"Ellis","D A"
45317,"Stewart","S M"
45318,"Calder","J"
45319,"Crofton","J W"
45320,"Kramers","M T"
45321,"Catovsky","D"
45322,"Eanes","R Z"
45323,"Swenson","B"
45324,"Dudycz","L"
45325,"Feldman","I"
45326,"Kramp","D C"
45327,"Barratt","D G"
45328,"Cook","R A"
45329,"Gukovskaia","A S"
45330,"Lanin","V N"
45331,"Ivanov","A S"
45332,"Petrov","V V"
45333,"Antonov","V F"
45334,"Bolard","J"
45335,"Chottard","G"
45336,"Liberman","E A"
45337,"Minina","S V"
45338,"Shlovskiĭ","N E"
45339,"Higashiyama","T"
45340,"Nakahara","A"
45341,"Toulme","J J"
45342,"Ochoa","J L"
45343,"Coueilles","F"
45344,"Morelis","P"
45345,"Sofbin","A V"
45346,"Kasatkina","T I"
45347,"Zabrodina","T M"
45348,"Vladimirova","M G"
45349,"Karpilova","I F"
45350,"Kerimov","S"
45351,"Shukoliukov","S A"
45352,"Chizhevich","E P"
45353,"Korchagin","V P"
45354,"Mineyev","A P"
45355,"Livshitz","M A"
45356,"Zhurkin","V B"
45357,"Lysov","Y P"
45358,"Ohba","R"
45359,"Chaen","H"
45360,"Noel","D R"
45361,"Witherspoon","R P"
45362,"Atkinson","K"
45363,"Doney","K"
45364,"Mickelson","E M"
45365,"Ochs","H D"
45366,"Henning","R"
45367,"Cocks","T"
45368,"Crowe","R"
45369,"Kasakov","L"
45370,"Chenieux-Guicheney","P"
45371,"Meyer","P"
45372,"McConkey","B"
45373,"Scowen","E"
45374,"Chiang","G"
45375,"Nylén","E S"
45376,"Scheff","S W"
45377,"Pettibone","D J"
45378,"Humm","J"
45379,"Nicholson","G"
45380,"Greeley","G"
45381,"Youngblood","W"
45382,"Christian","C N"
45383,"Bullock","P"
45384,"Mullinax","D"
45385,"Rysińska","A"
45386,"Kubica","J"
45387,"Ryzewski","J"
45388,"Stevenson","R M"
45389,"LéJohn","H B"
45390,"Nielsen","K"
45391,"Sheppard","J"
45392,"Tizard","I"
45393,"Holmes","W"
45394,"Hay","J B"
45395,"Sicko-Goad","L"
45396,"Jensen","T E"
45397,"Ayala","R P"
45398,"Liao","C H"
45399,"Chen","T A"
45400,"Takishita","S"
45401,"Kumamoto","K"
45402,"Huxtable","R J"
45403,"Beauchemin","M"
45404,"Krogh","C"
45405,"McLean","W M"
45406,"LaPierre","Y D"
45407,"Sattler","G L"
45408,"Sauer","L A"
45409,"Dauchy","R T"
45410,"Ceremuzyński","L"
45411,"Herbaczyńska-Cedro","K"
45412,"Nauman","J"
45413,"Nauman","A"
45414,"Lawecki","J"
45415,"Furness","J B"
45416,"Costa","M"
45417,"Jarolímek","J"
45418,"Shichi","H"
45419,"Kishi","U"
45420,"Yasue","H"
45421,"Nagao","M"
45422,"Omote","S"
45423,"Takizawa","A"
45424,"Miwa","K"
45425,"Zizian","B V"
45426,"Gauthier","B"
45427,"Steiner","M C"
45428,"Shapiro","B A"
45429,"Howarth","A T"
45430,"Clegg","G"
45431,"Belfield","A"
45432,"Blumgart","L H"
45433,"Wood","C B"
45434,"Tamura","Z"
45435,"Kress","B C"
45436,"Fellin","R"
45437,"Manzato","E"
45438,"Zotti","S"
45439,"Baggio","G"
45440,"Briani","G"
45441,"Rugge","M"
45442,"Bugiardini","R"
45443,"Whelan","D T"
45444,"Davoli","C"
45445,"Salabé","G B"
45446,"Andreoli","M"
45447,"Ngo","T T"
45448,"Heldman","E"
45449,"Alkon","D L"
45450,"Whitmore","D H"
45451,"Mathers","D A"
45452,"McCance","I"
45453,"Werman","R"
45454,"Binkley","S"
45455,"Riebman","J B"
45456,"Reilly","K"
45457,"Barra","P F"
45458,"Puppi","A"
45459,"Dely","M"
45460,"Sturkie","P D"
45461,"Dirner","G"
45462,"Gister","R"
45463,"Dilaimy","M"
45464,"Nielsen","H E"
45465,"Weyna","E"
45466,"Modde","H K"
45467,"Schattenmann","G"
45468,"Shugaev","N I"
45469,"Aseeva","K B"
45470,"Sochava","I V"
45471,"Smirnova","O I"
45472,"Barynin","V V"
45473,"Baedeker","W"
45474,"Anthony","M"
45475,"Valtonen","V"
45476,"van Benthem","H"
45477,"Vahl","J"
45478,"Rotgans","J"
45479,"Strout","C D"
45480,"Taylor","M G"
45481,"Zagon","I S"
45482,"David","J S"
45483,"McCullagh","K G"
45484,"Hesslewood","I P"
45485,"Holmes","A M"
45486,"Wakeling","W F"
45487,"Johnston","I R"
45488,"Leicht","W"
45489,"Conzelmann","E"
45490,"Nehrkorn","H"
45491,"Tatibana","M"
45492,"Clark","P I"
45493,"Smit","H"
45494,"Straathof","J W"
45495,"van Buskirk","G E"
45496,"Gander","J E"
45497,"Tagliabue","A"
45498,"Allesandri","G"
45499,"Polentarutti","N"
45500,"Mantovani","A"
45501,"Falantano","E"
45502,"Vecchi","A"
45503,"Spreafico","F"
45504,"Piascik","M T"
45505,"Rheaume","D E"
45506,"Meredith","R F"
45507,"Okunewick","J P"
45508,"Kuhnert","P M"
45509,"Brozovich","B J"
45510,"Weaver","E V"
45511,"Seydoux","J"
45512,"Girardier","L"
45513,"Chinet","A"
45514,"Friedli","C"
45515,"Wünnenberg","W"
45516,"Merker","G"
45517,"Skala","J P"
45518,"Knight","B L"
45519,"Fraser","D R"
45520,"Drenckhahn","D"
45521,"Granot","J"
45522,"Pir'ova","B"
45523,"Nachev","N"
45524,"Kirkova","L"
45525,"Frańczuk","B"
45526,"Erickson","R P"
45527,"Martin","S R"
45528,"Kempff","P G"
45529,"Du Toii","P J"
45530,"Miyakawa","I"
45531,"Maeyama","M"
45532,"Mori","N"
45533,"Tzigounis","V"
45534,"Michalas","S"
45535,"Koumentakou","E"
45536,"Kaskarelis","D"
45537,"Laufe","L E"
45538,"McCann","M F"
45539,"Chaparro","M V"
45540,"Ghosh","S"
45541,"Nashed","A"
45542,"Poliak","A"
45543,"Stephen","G M"
45544,"Biale","Y"
45545,"Lewenthal","H"
45546,"Ben-Aderet","N"
45547,"Beling","C G"
45548,"Green","S L"
45549,"Apelo","R"
45550,"Ramos","R"
45551,"Adewunmi","O A"
45552,"Ude","A C"
45553,"Osinusi","B O"
45554,"Adeleye","J A"
45555,"Otolorin","E O"
45556,"Palmore","J A"
45557,"Steinhoff","P G"
45558,"Ramesh","A S"
45559,"Gunatilake","D E"
45560,"Ardekany","M S"
45561,"Rafee","R"
45562,"Saha","A"
45563,"Spence","M R"
45564,"King","T M"
45565,"Brockman","M"
45566,"Panayiotis","G"
45567,"Pevzner","S"
45568,"Botham","P A"
45569,"Ratledge","C"
45570,"Jarvis","M C"
45571,"Threlfall","D R"
45572,"Friend","J"
45573,"Jones","R W"
45574,"Gómez-Lozano","P"
45575,"Denis","P"
45576,"Galmiche","J P"
45577,"Benozio","M"
45578,"Accary","J P"
45579,"Colin","R"
45580,"Pasquis","P"
45581,"Lefrançois","R"
45582,"Geffroy","Y"
45583,"Sanders","J H"
45584,"Günthard","H P"
45585,"Pospelov","L E"
45586,"Zimmerman","A"
45587,"Boden","G"
45588,"Wilson","R M"
45589,"Essa-Koumar","N"
45590,"Owen","O E"
45591,"Obtułowicz","W"
45592,"Kaufman","S E"
45593,"Statkov","P R"
45594,"Wieck","H H"
45595,"Röthig","H J"
45596,"Stiller","N"
45597,"Dahlmann","B"
45598,"Reinauer","H"
45599,"Schmid","H"
45600,"Harada","I"
45601,"Sierralta","W"
45602,"Truitt","A J"
45603,"Jungblut","P W"
45604,"Vaith","P"
45605,"Khan","S A"
45606,"Anand","P N"
45607,"Swamy","A S"
45608,"Krishnan","N R"
45609,"Sarkar","B C"
45610,"Schreiner","A"
45611,"Bjerkestrand","G"
45612,"Digranes","A"
45613,"Halvorsen","F J"
45614,"Kommedal","T M"
45615,"Jounela","A J"
45616,"Pentikäinen","P J"
45617,"Neuvonen","P J"
45618,"Hamburger","S"
45619,"Brown","M A"
45620,"Sheinfeld","J"
45621,"Finlayson","B"
45622,"Reid","F"
45623,"Paternain","J L"
45624,"Christophers","E"
45625,"Friedman","G M"
45626,"Noshkin","V E"
45627,"Loveridge","N"
45628,"Krein","B M"
45629,"Krzyzanowski","M"
45630,"Heinemann","R"
45631,"Hatcher","J D"
45632,"Chiu","L K"
45633,"Dodd","M J"
45634,"Drice","A D"
45635,"Hunter","V"
45636,"Williams","B S"
45637,"Moyer","R L"
45638,"Leonard","A M"
45639,"Rogers","I"
45640,"Tilden","V P"
45641,"Porter","K K"
45642,"Grace","H K"
45643,"Page","G G"
45644,"Holm","K"
45645,"Llewellyn","J G"
45646,"Ringuette","M"
45647,"Pierce","E"
45648,"Schaaf","L"
45649,"Zasadney","V"
45650,"Dunlop","D"
45651,"Higgins","L"
45652,"Ling","N"
45653,"Claerbaut","D"
45654,"Clemence","B A"
45655,"Brink","P J"
45656,"Kral","F"
45657,"Strauss","G"
45658,"Ralph","E D"
45659,"O'Keefe","P W"
45660,"Meselson","M S"
45661,"Baughman","R W"
45662,"Farris","F F"
45663,"Poklis","A"
45664,"Griesmann","G E"
45665,"Abdine","H"
45666,"Elsayed","M A"
45667,"Elsayed","Y M"
45668,"Yamane","K"
45669,"Maruo","B"
45670,"Rice","C W"
45671,"Costilow","R N"
45672,"Cooper","D"
45673,"Lopilato","J"
45674,"Frielle","T"
45675,"Kingsley","E A"
45676,"Benchetrit","L C"
45677,"Edstrom","R D"
45678,"Wannamaker","L W"
45679,"Singh","R P"
45680,"Wessels","M R"
45681,"Mied","P A"
45682,"Hedlund","B E"
45683,"Hallaway","P E"
45684,"Hallaway","B E"
45685,"Benson","E S"
45686,"Knight","M"
45687,"Basu","S K"
45688,"Sperling","R"
45689,"Furie","B C"
45690,"Blumenstein","M"
45691,"Keyt","B"
45692,"Furie","B"
45693,"Kalousek","F"
45694,"Lee","C"
45695,"Stoner","C D"
45696,"Sirak","H D"
45697,"Kiehart","D P"
45698,"Sardet","C"
45699,"Tilney","M"
45700,"Mazzei","H R"
45701,"Roberts","W G"
45702,"Mishiro","Y"
45703,"Kaneko","H"
45704,"Georghiou","G P"
45705,"Pasteur","N"
45706,"White","S C"
45707,"Glaze","S"
45708,"Worthen","B M"
45709,"Yanklowitz","B A"
45710,"Vidt","L"
45711,"Marks","J"
45712,"Bowser","P A"
45713,"Halperin","J S"
45714,"Hammeke","M D"
45715,"Richardson","R M"
45716,"Robson","W L"
45717,"Tsukahara","Y"
45718,"Johnston","I A"
45719,"Delaittre","J A"
45720,"Williamson","A M"
45721,"Dombrowski","W A"
45722,"Garner","D E"
45723,"Symchowicz","E"
45724,"Shenkman","L"
45725,"Van Calker","D"
45726,"Müller","M"
45727,"Mackay","A V"
45728,"Yates","C M"
45729,"Burgess","J K"
45730,"Nakauchi","Y"
45731,"Dahlström","B E"
45732,"Paalzow","L K"
45733,"Segre","G"
45734,"Agren","A J"
45735,"Kaminski","J J"
45736,"Huycke","M M"
45737,"Selk","S H"
45738,"Bodor","N"
45739,"Amin","M I"
45740,"Koshy","K T"
45741,"Bryan","J T"
45742,"Smith","R W"
45743,"Fabiato","A"
45744,"Fabiato","F"
45745,"Mallart","A"
45746,"Molgó","J"
45747,"Terrar","D A"
45748,"Ormos","G"
45749,"Morris","B"
45750,"Morris","R"
45751,"Dadkar","V N"
45752,"Deliwala","C V"
45753,"Masuda","T"
45754,"Iwashita","N"
45755,"Shinohara","H"
45756,"Kondo","M"
45757,"Friedmann","I"
45758,"Kukla","M J"
45759,"Woo","C M"
45760,"Kehr","J R"
45761,"Miller","A"
45762,"Neptune","M"
45763,"Mizuba","S S"
45764,"Jolly","J"
45765,"Greenberg","S H"
45766,"Wein","A J"
45767,"Kayama","Y"
45768,"Terasawa","F"
45769,"Lie","H Y"
45770,"Seki","M"
45771,"Itakura","M"
45772,"Ogata","E"
45773,"Uruno","T"
45774,"Tabata","K"
45775,"Kubota","K"
45776,"Kawasaki","K"
45777,"Takesue","H"
45778,"Matsushita","A"
45779,"Uzuka","Y"
45780,"Nagatake","T"
45781,"Noguchi","Y"
45782,"Nakanishi","H"
45783,"Monin","G"
45784,"Henry","M"
45785,"Bouvier","P"
45786,"Fuchs","D"
45787,"Hermann","J"
45788,"Zintl","F"
45789,"Plenert","W"
45790,"Bardy","M"
45791,"Semeniuk","H"
45792,"Czajkowski","J"
45793,"Mazurek","M"
45794,"Berkan","L"
45795,"Nemirovskaia","T Ia"
45796,"Reshetov","G N"
45797,"Fedorov","V D"
45798,"Levitan","M Kh"
45799,"Oleĭnikov","P N"
45800,"Kolosov","I A"
45801,"Mikhaĭlova","T L"
45802,"Zaĭtsev","V N"
45803,"Saik","R P"
45804,"Weisenfeld","N"
45805,"Kripke","D"
45806,"Peskin","G"
45807,"Lantos","C P"
45808,"Backman","U"
45809,"Ljunghall","S"
45810,"Sohtell","M"
45811,"Haft","F"
45812,"Grenz","D"
45813,"Koeppel","R"
45814,"Tabet","C"
45815,"Weiss","D"
45816,"Delucheux","F"
45817,"Rowan","R M"
45818,"Würstlin","S"
45819,"Buchthal","A"
45820,"Novoselets","S A"
45821,"Garbe","W E"
45822,"Clasen","J"
45823,"Booth","D"
45824,"González","J A"
45825,"Falcón","M A"
45826,"Chordi","A"
45827,"Hale","C"
45828,"Heins","T"
45829,"Pozmogova","I N"
45830,"Novikov","V N"
45831,"De Voss","K"
45832,"Craswell","P W"
45833,"Shaforostova","L F"
45834,"Kochetkov","G A"
45835,"Gozhenko","V A"
45836,"Girsch","S J"
45837,"Kalisman","M"
45838,"Yeschua","R"
45839,"Wexler","M R"
45840,"Neuman","Z"
45841,"Young","J B"
45842,"Duran","M"
45843,"van Gennip","A H"
45844,"van Sprang","F J"
45845,"Wadman","S K"
45846,"de Jong","P E"
45847,"de Jong-van den Berg","L T"
45848,"Statius van Eps","L W"
45849,"Yang","H T"
45850,"Mitchell","P R"
45851,"Bortolotti","M"
45852,"Cunsolo","A"
45853,"Bassi","F"
45854,"Sanavio","C"
45855,"Mattioli","S"
45856,"Bragaglia","R B"
45857,"Guernelli","P"
45858,"Canelli","P"
45859,"Campanelli","A R"
45860,"Possati","L"
45861,"Labò","G"
45862,"Bottoni","P"
45863,"Orlandi","C"
45864,"Pettene-Bottoni","A"
45865,"Tregattini","F"
45866,"Murray","J L"
45867,"Taglieri","G"
45868,"Meleddu","C"
45869,"Floris","A"
45870,"Meleddu","G F"
45871,"Lippi","M"
45872,"Zakirov","E Kh"
45873,"Novikova","N P"
45874,"Nesterenko","V P"
45875,"Mikler","L"
45876,"Nagy","B E"
45877,"Lemoine","J L"
45878,"Borderon","J C"
45879,"Zasloff","M"
45880,"Ginder","G D"
45881,"Felsenfeld","G"
45882,"Schäfer","H J"
45883,"Scheurich","P"
45884,"Rathgeber","G"
45885,"Dose","K"
45886,"Ennals","D"
45887,"Tkaczewski","W"
45888,"Chojnacki","J"
45889,"Niedzielska","H"
45890,"Dworniak","D"
45891,"Drobnik","S"
45892,"Trompeter","G"
45893,"Chodorowska","T"
45894,"Koen","E"
45895,"Ivanov","G"
45896,"Meneguzzi","G"
45897,"Pignatti","P F"
45898,"Barbanti-Brodano","G"
45899,"Milanesi","G"
45900,"Quittner","S"
45901,"Stenzel","K H"
45902,"Gonzalez-Serratos","H"
45903,"Somlyo","A V"
45904,"McClellan","G"
45905,"Shuman","H"
45906,"Borrero","L M"
45907,"Somlyo","A P"
45908,"Hackenberg","R"
45909,"Gershman","H"
45910,"Power","R J"
45911,"Longuet-Higgins","H C"
45912,"Wässle","H"
45913,"Riemann","H J"
45914,"Mueting","N J"
45915,"Siefring","G E"
45916,"Liu","P A"
45917,"Canestrini","C"
45918,"Klug","A"
45919,"Oudet","P"
45920,"Germond","J E"
45921,"Bellard","M"
45922,"Spadafora","C"
45923,"Streeck","R E"
45924,"Prunell","A"
45925,"Kornberg","R D"
45926,"Bakayev","V V"
45927,"Bakayeva","T G"
45928,"Chumackov","P M"
45929,"Georgiev","G P"
45930,"Richards","B M"
45931,"Pardon","J F"
45932,"Lilley","D M"
45933,"Cotter","R I"
45934,"Wooley","J C"
45935,"Worcester","D L"
45936,"Sakore","T D"
45937,"Zentgraf","H"
45938,"Keller","W"
45939,"Walker","P M"
45940,"Macgregor","H C"
45941,"Birnstiel","M L"
45942,"Kressmann","A"
45943,"Portmann","R"
45944,"Busslinger","M"
45945,"Bird","A P"
45946,"Cooke","H J"
45947,"Franke","W W"
45948,"Scheer","U"
45949,"Gottesfeld","J M"
45950,"Sommerville","J"
45951,"Malcolm","D B"
45952,"Wyllie","A H"
45953,"De Robertis","E M"
45954,"Partington","G A"
45955,"Gilmour","R S"
45956,"Daneholt","B"
45957,"Case","S T"
45958,"Lamb","M M"
45959,"Nelson","L"
45960,"Wieslander","L"
45961,"Moran","L"
45962,"Mirault","M E"
45963,"Arrigo","A P"
45964,"Goldschmidt-Clermont","M"
45965,"Tissières","A"
45966,"Worcel","A"
45967,"Benyajati","C"
45968,"Skaer","R J"
45969,"Bak","A L"
45970,"Zeuthen","J"
45971,"Cairncross","K D"
45972,"Wren","A"
45973,"Tu","W H"
45974,"Bant","W P"
45975,"Donovan","B T"
45976,"Ishii","K"
45977,"Dureman","I"
45978,"Norrman","B"
45979,"Bhatara","V"
45980,"Arnold","L E"
45981,"Knopp","W"
45982,"Smeltzer","D J"
45983,"Bloomfield","M R"
45984,"Chien","C"
45985,"Ross-Townsend","A"
45986,"De Jaco","M"
